hiany_id;hiany_eszkoznev;hiany_muszakicsop;hiany_muszakicsopnev;tobblet_id;tobblet_eszkoznev;tobblet_muszakicsop;toblet_muszakicsopnev
14580;FÉM IRATSZEKRÉNY (DB);BS9906;Fém szekrény klf.;24954;Kulcstartó szekrény fém;BS9920;Szekrény egyéb klf.
15096;TÁRGYALÓASZTAL 6 fős 180x80x75 csereszny;BA0701;Tárgyalóasztal klf.;28662;TÁRGYALÓASZTAL 6 fős 180x80x75 csereszny;BA0701;Tárgyalóasztal klf.
15096;TÁRGYALÓASZTAL 6 fős 180x80x75 csereszny;BA0701;Tárgyalóasztal klf.;26223;tárgyalóasztal;BA0701;Tárgyalóasztal klf.
14578;FÉM IRATSZEKRÉNY (DB);BS9906;Fém szekrény klf.;28038;Fém iratszekrény;BS9906;Fém szekrény klf.
14578;FÉM IRATSZEKRÉNY (DB);BS9906;Fém szekrény klf.;24954;Kulcstartó szekrény fém;BS9920;Szekrény egyéb klf.
18189;Bordó szövet kárpitos görgős szék NNI;BU0602;Favázas karosszék;25174;Bordó szövet kárpitos görgős szék;BA0401;Íves elem klf.
18189;Bordó szövet kárpitos görgős szék NNI;BU0602;Favázas karosszék;82823;FAVÁZAS KAROSSZÉK SZÖVET KÁRPITTAL (DB);BU0602;Favázas karosszék
17042;Mini Konyha (DB) mosogatótálcás;EH9907;Mini Konyha;82819;konyha asztal tömör fa;BA0802;Konyhaasztal klf.
17042;Mini Konyha (DB) mosogatótálcás;EH9907;Mini Konyha;5005;asztali számítógép aplle Mac mini;SS01;Számítógép
7705;AKG D80 mikrofon;KH0200;Mikrofonok;28048;AKG D80 mikrofon;KH0200;Mikrofonok
7705;AKG D80 mikrofon;KH0200;Mikrofonok;5463;Laptop - Vostro 15 3568;SS03;Laptop
17311;BÜKK FIÓKOS TÁROLÓ (DB);BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
17311;BÜKK FIÓKOS TÁROLÓ (DB);BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
19596;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19596;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19998;Asztali ventillátor NEDIS;EE1301;Asztali ventilátor;25168;Nedis asztali ventilátor;EE1301;Asztali ventilátor
19998;Asztali ventillátor NEDIS;EE1301;Asztali ventilátor;25847;asztali ventilátor;EE1301;Asztali ventilátor
5094;Töltő-ürítő lövedékcsapda;EE1011;Lövedékmegfogó berendezés;1193;Töltő-ürítő lövedékcsapda;EE1011;Lövedékmegfogó berendezés
5094;Töltő-ürítő lövedékcsapda;EE1011;Lövedékmegfogó berendezés;27029;DAD lövedékcsapda;EE1011;Lövedékmegfogó berendezés
20001;Asztali ventillátor NEDIS;EE1301;Asztali ventilátor;25168;Nedis asztali ventilátor;EE1301;Asztali ventilátor
20001;Asztali ventillátor NEDIS;EE1301;Asztali ventilátor;25847;asztali ventilátor;EE1301;Asztali ventilátor
5093;Töltő-ürítő lövedékcsapda;EE1011;Lövedékmegfogó berendezés;1193;Töltő-ürítő lövedékcsapda;EE1011;Lövedékmegfogó berendezés
5093;Töltő-ürítő lövedékcsapda;EE1011;Lövedékmegfogó berendezés;27029;DAD lövedékcsapda;EE1011;Lövedékmegfogó berendezés
19594;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19594;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
17965;Bükk fiókos tároló NNI;BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
17965;Bükk fiókos tároló NNI;BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
17713;TÁMLÁS KÁRPITOS SZÉK (DB);BU0605;Egyéb szék;5042;szék karfás kárpitos;BU01;Szék
17713;TÁMLÁS KÁRPITOS SZÉK (DB);BU0605;Egyéb szék;4914;szék karfás kárpitos;BU01;Szék
17593;GÖRGŐS SZÉK (DB);BU0605;Egyéb szék;244213;Térdeplő szék;BU0605;Egyéb szék
17593;GÖRGŐS SZÉK (DB);BU0605;Egyéb szék;4914;szék karfás kárpitos;BU01;Szék
11941;SZÁMÍTÓGÉPASZTAL 67*67*75 cseresznye;BA0600;Számítógépasztal;31248;Számítógépasztal Cseresznye;BA0600;Számítógépasztal
11941;SZÁMÍTÓGÉPASZTAL 67*67*75 cseresznye;BA0600;Számítógépasztal;31249;Számítógépasztal Cseresznye;BA0600;Számítógépasztal
11725;SZÁMÍTÓGÉPASZTAL;BA0600;Számítógépasztal;28887;Számítógépasztal;BA0600;Számítógépasztal
11725;SZÁMÍTÓGÉPASZTAL;BA0600;Számítógépasztal;25670;Számítógépasztal;BA0600;Számítógépasztal
11727;GÖRGŐS IRATSZEKRÉNY cseresznye;BS0603;Görgős irattároló;25312;GÖRGŐS IRATSZEKRÉNY CSERESZNYE;BS0603;Görgős irattároló
11727;GÖRGŐS IRATSZEKRÉNY cseresznye;BS0603;Görgős irattároló;25720;GÖRGŐS IRATSZEKRÉNY cseresznye (DB)l;BS0603;Görgős irattároló
10188;Tárgyalóasztal cseresznye 160 cm;BA0701;Tárgyalóasztal klf.;28084;Tárgyalóasztal Cseresznye;BA0701;Tárgyalóasztal klf.
10188;Tárgyalóasztal cseresznye 160 cm;BA0701;Tárgyalóasztal klf.;31298;Tárgyalóasztal Cseresznye;BA0701;Tárgyalóasztal klf.
19704;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19704;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19731;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19731;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény;25093;ADJ-H32 L3/K2 rejtett lövedékálló mell.;EF0402;Külső viselésű lövedékálló mellény
19697;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19697;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19693;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19693;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
8222;ELECTROLUX MIKROHULLÁMÚ SÜTŐ grillezős;EH0303;Mikrohullámú sütő klf. egyéb;26184;Hausmeister mikrohullámú sütő;EH0303;Mikrohullámú sütő klf. egyéb
8222;ELECTROLUX MIKROHULLÁMÚ SÜTŐ grillezős;EH0303;Mikrohullámú sütő klf. egyéb;27481;Mikrohullámú sütő Hausmeister;EH0303;Mikrohullámú sütő klf. egyéb
15742;Étkezőasztal 4 fős (NNI);BA0201;Étkező asztal 4. személyes;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
15742;Étkezőasztal 4 fős (NNI);BA0201;Étkező asztal 4. személyes;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
15081;ÉTKEZŐASZTAL 4 szem., 80x60x75;BA0201;Étkező asztal 4. személyes;253812;4 szem. étkezőasztal;BA0201;Étkező asztal 4. személyes
15081;ÉTKEZŐASZTAL 4 szem., 80x60x75;BA0201;Étkező asztal 4. személyes;253883;étkezőasztal 4 szem.;BA0201;Étkező asztal 4. személyes
27323;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
27323;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
27324;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
27324;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19623;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19623;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19624;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19624;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19625;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19625;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19606;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19606;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19630;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19630;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19628;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19628;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
18307;Étkeztőasztal 4 fős NNI;BA0204;Étkező asztal klf. egyéb;253606;étkező asztal;BA0201;Étkező asztal 4. személyes
18307;Étkeztőasztal 4 fős NNI;BA0204;Étkező asztal klf. egyéb;253782;4 szem. étkező asztal;BA0201;Étkező asztal 4. személyes
17830;Bükk íróasztal NNI;BA0305;Nagyméretű íróasztal;1094;Nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
17830;Bükk íróasztal NNI;BA0305;Nagyméretű íróasztal;26224;nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
14541;Irattároló lemezszekrény;BS0902; 1. ajtós vaslemez iratszekrény;29819;Irattároló fémszekrény 4 polcos;BS0902; 1. ajtós vaslemez iratszekrény
14541;Irattároló lemezszekrény;BS0902; 1. ajtós vaslemez iratszekrény;27038;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
17218;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal;28562;SZÁMÍTÓGÉPASZTAL BÜKK (DB);BA0601;Számítógépasztal
17218;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal;27604;SZÁMÍTÓGÉPASZTAL BÜKK (DB);BA0601;Számítógépasztal
17219;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal;28562;SZÁMÍTÓGÉPASZTAL BÜKK (DB);BA0601;Számítógépasztal
17219;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal;27604;SZÁMÍTÓGÉPASZTAL BÜKK (DB);BA0601;Számítógépasztal
17079;KONFERENCIA ASZTAL  (DB);BA0701;Tárgyalóasztal klf.;29893;Tárgyalóasztal klf.;BA0701;Tárgyalóasztal klf.
17079;KONFERENCIA ASZTAL  (DB);BA0701;Tárgyalóasztal klf.;26223;tárgyalóasztal;BA0701;Tárgyalóasztal klf.
17652;MINIKONYHA MOSOGATÓTÁLCÁS (DB);BS0705;Konyhaszekrény;26158;konyhaszekrény;BS0705;Konyhaszekrény
17652;MINIKONYHA MOSOGATÓTÁLCÁS (DB);BS0705;Konyhaszekrény;28046;Konyhaszekrény;BS0705;Konyhaszekrény
19401;Mikrohullámú sütő Hausmeister Diana;EH0303;Mikrohullámú sütő klf. egyéb;29309;Mikrohullámú sütő Hausmeister Diana;EH0303;Mikrohullámú sütő klf. egyéb
19401;Mikrohullámú sütő Hausmeister Diana;EH0303;Mikrohullámú sütő klf. egyéb;28148;Mikrohullámú sütő Hausmeister Diana;EH0303;Mikrohullámú sütő klf. egyéb
19417;Szendvicssütő Sencor SSM 4220SS;EH9707;Szendvicssűtő;28149;Szendvicssütő Sencor SSM 4220SS;EH9707;Szendvicssűtő
19417;Szendvicssütő Sencor SSM 4220SS;EH9707;Szendvicssűtő;26182;Sencor szendvicssütő;EH9707;Szendvicssűtő
11770;Írósasztal 1134*67*75;BA0302;Kisméretű íróasztal;29870;Kisméretű íróasztal;BA0302;Kisméretű íróasztal
11770;Írósasztal 1134*67*75;BA0302;Kisméretű íróasztal;83553;ÍRÓASZTAL KISMÉRETŰ (DB);BA0302;Kisméretű íróasztal
11909;Heverő ágyneműtartós;BE0109;Heverő;31182;Ágyneműtartós Heverő;BE0109;Heverő
11909;Heverő ágyneműtartós;BE0109;Heverő;31181;Ágyneműtartós Heverő;BE0109;Heverő
11704;HEVERŐ;BE0109;Heverő;1461;Heverő;BE0109;Heverő
11704;HEVERŐ;BE0109;Heverő;253988;heverő;BE0109;Heverő
11900;TÁRGYALÓASZTAL 6 személyes;BA0701;Tárgyalóasztal klf.;26685;Tárgyalóasztal;BA0701;Tárgyalóasztal klf.
11900;TÁRGYALÓASZTAL 6 személyes;BA0701;Tárgyalóasztal klf.;24973;Tárgyalóasztal;BA0701;Tárgyalóasztal klf.
11782;SZÁMÍTÓGÉPASZTAL 67*67*75;BA0600;Számítógépasztal;28887;Számítógépasztal;BA0600;Számítógépasztal
11782;SZÁMÍTÓGÉPASZTAL 67*67*75;BA0600;Számítógépasztal;25670;Számítógépasztal;BA0600;Számítógépasztal
11712;ÉTKEZŐASZTAL 6 SZEMÉLYES;BA0202;Étkező asztal 6. személyes;24836;ÉTKEZŐASZTAL 4 SZEMÉLYES;BA0201;Étkező asztal 4. személyes
11712;ÉTKEZŐASZTAL 6 SZEMÉLYES;BA0202;Étkező asztal 6. személyes;253893;4 személyes étkezőasztal;BA0201;Étkező asztal 4. személyes
11784;SZÁMÍTÓGÉPASZTAL 67*67*75;BA0600;Számítógépasztal;28887;Számítógépasztal;BA0600;Számítógépasztal
11784;SZÁMÍTÓGÉPASZTAL 67*67*75;BA0600;Számítógépasztal;25670;Számítógépasztal;BA0600;Számítógépasztal
19695;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19695;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
14736;SZÁMÍTÓGÉPASZTAL bükk 67x67x75;BA0600;Számítógépasztal;31279;Számítógépasztal Bükk;BA0600;Számítógépasztal
14736;SZÁMÍTÓGÉPASZTAL bükk 67x67x75;BA0600;Számítógépasztal;31051;Számítógépasztal Bükk;BA0600;Számítógépasztal
14832;FIÓKOS TÁROLÓ, bükk;BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
14832;FIÓKOS TÁROLÓ, bükk;BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
19358;Gorenje RK 611 PW4 kombinálthűtő;EH0204;Háztartási hűtőszekrény;24764;Gorenje RK 611 PW4 kombinálthűtő;EH0204;Háztartási hűtőszekrény
19358;Gorenje RK 611 PW4 kombinálthűtő;EH0204;Háztartási hűtőszekrény;25124;Háztartási hűtőszekrény Gorenje;EH0204;Háztartási hűtőszekrény
19616;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19616;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
17043;Mini Konyha (DB) mosogatótálcás;EH9907;Mini Konyha;82819;konyha asztal tömör fa;BA0802;Konyhaasztal klf.
17043;Mini Konyha (DB) mosogatótálcás;EH9907;Mini Konyha;5005;asztali számítógép aplle Mac mini;SS01;Számítógép
14603;FÉM IRATSZEKRÉNY (DB);BS9906;Fém szekrény klf.;28038;Fém iratszekrény;BS9906;Fém szekrény klf.
14603;FÉM IRATSZEKRÉNY (DB);BS9906;Fém szekrény klf.;24954;Kulcstartó szekrény fém;BS9920;Szekrény egyéb klf.
19441;KÁVÉFŐZŐ De-Lomghi EC5.1;EH0103;Kávéfőző;26280;Kávéfőző, De Longi EC5.1;EH0103;Kávéfőző
19441;KÁVÉFŐZŐ De-Lomghi EC5.1;EH0103;Kávéfőző;27473;De Longi kávéfőző EC5.1;EH0103;Kávéfőző
19254;Gorenje asztali hűtőszekrény RB 4092A;EH0204;Háztartási hűtőszekrény;28550;Gorenje  hűtőszekrény;EH0204;Háztartási hűtőszekrény
19254;Gorenje asztali hűtőszekrény RB 4092A;EH0204;Háztartási hűtőszekrény;29812;Gorenje hűtőszekrény;EH0204;Háztartási hűtőszekrény
19263;Gorenje kombinálthűtő R611;EH0204;Háztartási hűtőszekrény;25124;Háztartási hűtőszekrény Gorenje;EH0204;Háztartási hűtőszekrény
19263;Gorenje kombinálthűtő R611;EH0204;Háztartási hűtőszekrény;25125;Háztartási hűtőszekrény Gorenje;EH0204;Háztartási hűtőszekrény
15019;FIÓKOS TÁROLÓ vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
15019;FIÓKOS TÁROLÓ vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
17583;TÁMLÁS SZÉK (DB);BU0605;Egyéb szék;244213;Térdeplő szék;BU0605;Egyéb szék
17583;TÁMLÁS SZÉK (DB);BU0605;Egyéb szék;5042;szék karfás kárpitos;BU01;Szék
11774;Írósasztal 1134*67*75;BA0302;Kisméretű íróasztal;29870;Kisméretű íróasztal;BA0302;Kisméretű íróasztal
11774;Írósasztal 1134*67*75;BA0302;Kisméretű íróasztal;83553;ÍRÓASZTAL KISMÉRETŰ (DB);BA0302;Kisméretű íróasztal
11913;ÉJJELISZEKRÉNY (DB);BS9903;Éjjeli szekrény;254328;éjjeliszekrény;BS9903;Éjjeli szekrény
11913;ÉJJELISZEKRÉNY (DB);BS9903;Éjjeli szekrény;254233;éjjeli szekrény;BS9903;Éjjeli szekrény
11805;GÖRGŐS IRATSZEKRÉNY 3+1;BS0603;Görgős irattároló;46352;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
11805;GÖRGŐS IRATSZEKRÉNY 3+1;BS0603;Görgős irattároló;27038;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
11776;Írósasztal 1134*67*75;BA0302;Kisméretű íróasztal;29870;Kisméretű íróasztal;BA0302;Kisméretű íróasztal
11776;Írósasztal 1134*67*75;BA0302;Kisméretű íróasztal;83553;ÍRÓASZTAL KISMÉRETŰ (DB);BA0302;Kisméretű íróasztal
18338;Konferencia asztal NNI;BA0701;Tárgyalóasztal klf.;29893;Tárgyalóasztal klf.;BA0701;Tárgyalóasztal klf.
18338;Konferencia asztal NNI;BA0701;Tárgyalóasztal klf.;24973;Tárgyalóasztal;BA0701;Tárgyalóasztal klf.
18433;Rekeszes kulcstartó szekrény;BS9920;Szekrény egyéb klf.;24954;Kulcstartó szekrény fém;BS9920;Szekrény egyéb klf.
18433;Rekeszes kulcstartó szekrény;BS9920;Szekrény egyéb klf.;26949;Kulcstartó szekrény;BS9912;Kulcstartó szekrény
17891;Bükk 90 fokos ív NNI;BA0401;Íves elem klf.;27518;90 fokos ív bükk;BA0401;Íves elem klf.
17891;Bükk 90 fokos ív NNI;BA0401;Íves elem klf.;27943;90 fokos ív Bükk;BA0401;Íves elem klf.
14862;FIÓKOS TÁROLÓ, bükk;BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
14862;FIÓKOS TÁROLÓ, bükk;BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
14866;FIÓKOS TÁROLÓ, bükk;BS0604;Görgős irattároló asztal melletti;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
14866;FIÓKOS TÁROLÓ, bükk;BS0604;Görgős irattároló asztal melletti;28283;GÖRGŐS IRATSZEKRÉNY vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
15039;FÉMVÁZAS SZÉK szövet nélkül;BU0603;Fémvázas támlásszék;28093;ÍRÓLAPOS FÉMVÁZAS SZÉK (DB);BU0603;Fémvázas támlásszék
15039;FÉMVÁZAS SZÉK szövet nélkül;BU0603;Fémvázas támlásszék;871;Fémvázas támlászék szürke kárpittal;BU0603;Fémvázas támlásszék
18305;Minikonyha mosogatótálcás NNI;EH9907;Mini Konyha;82819;konyha asztal tömör fa;BA0802;Konyhaasztal klf.
18305;Minikonyha mosogatótálcás NNI;EH9907;Mini Konyha;5005;asztali számítógép aplle Mac mini;SS01;Számítógép
19375;Vízforraló Philips HD3950/91;EH0501;Vízforraló;25130;Vízforraló Philips;EH0501;Vízforraló
19375;Vízforraló Philips HD3950/91;EH0501;Vízforraló;25688;Philips vízforraló;EH0501;Vízforraló
19353;Zanussi hűtőszekrény ZRG 15805WA;EH0204;Háztartási hűtőszekrény;25689;Zanussi hűtőszekrény;EH0204;Háztartási hűtőszekrény
19353;Zanussi hűtőszekrény ZRG 15805WA;EH0204;Háztartási hűtőszekrény;26278;Hűtőszekrény, Zanussi ZRG15805WA;EH0204;Háztartási hűtőszekrény
19395;Mikrohullámú sütő Hausmeister Diana;EH0303;Mikrohullámú sütő klf. egyéb;29309;Mikrohullámú sütő Hausmeister Diana;EH0303;Mikrohullámú sütő klf. egyéb
19395;Mikrohullámú sütő Hausmeister Diana;EH0303;Mikrohullámú sütő klf. egyéb;28148;Mikrohullámú sütő Hausmeister Diana;EH0303;Mikrohullámú sütő klf. egyéb
19626;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19626;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19607;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19607;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19605;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19605;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19601;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19601;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
19627;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19627;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
